"identidade","claw_type","carapace_color","autotomy","autotomy_latency","autotomy_trial","autotomy_exp_type","force1","force2","force3","max_force","weight_mg","weight_g","data","body_region","size"
"ll_88","Brachychelous","Bright","no",NA,NA,"by_time",0.1,3.36,0.76,3.36,0.0795,79.5,"30iv2022","Carapace",9.86
"ll_88","Brachychelous","Bright","no",NA,NA,"by_time",0.1,3.36,0.76,3.36,0.0795,79.5,"30iv2022","Claw",19.69
"ll_89","Brachychelous","Dark","no",NA,NA,"by_time",0.07,4.94,1.72,4.94,0.0671,67.1,"30iv2022","Carapace",10.1
"ll_89","Brachychelous","Dark","no",NA,NA,"by_time",0.07,4.94,1.72,4.94,0.0671,67.1,"30iv2022","Claw",20.07
"ll_90","Leptochelous","Bright","no",NA,NA,"by_time",0.13,0.19,0.03,0.19,0.0483,48.3,"30iv2022","Carapace",10.55
"ll_90","Leptochelous","Bright","no",NA,NA,"by_time",0.13,0.19,0.03,0.19,0.0483,48.3,"30iv2022","Claw",19.18
"ll_91","Brachychelous","Dark","no",NA,NA,"by_time",7.95,0.18,0.02,7.95,0.0535,53.5,"30iv2022","Carapace",8.99
"ll_91","Brachychelous","Dark","no",NA,NA,"by_time",7.95,0.18,0.02,7.95,0.0535,53.5,"30iv2022","Claw",17.35
"ll_92","Brachychelous","Bright","no",NA,NA,"by_time",10.95,0.09,4.12,10.95,0.062,62,"30iv2022","Carapace",9.87
"ll_92","Brachychelous","Bright","no",NA,NA,"by_time",10.95,0.09,4.12,10.95,0.062,62,"30iv2022","Claw",20.16
"ll_93","Leptochelous","Dark","no",NA,NA,"by_time",1.65,1.88,0.09,1.88,0.0584,58.4,"30iv2022","Carapace",10.2
"ll_93","Leptochelous","Dark","no",NA,NA,"by_time",1.65,1.88,0.09,1.88,0.0584,58.4,"30iv2022","Claw",20.73
"ll_94","Brachychelous","Bright","yes",58,NA,"by_time",0.05,0.06,0.05,0.06,0.0721,72.1,"30iv2022","Carapace",9.49
"ll_94","Brachychelous","Bright","yes",58,NA,"by_time",0.05,0.06,0.05,0.06,0.0721,72.1,"30iv2022","Claw",18.07
"ll_95","Brachychelous","Dark","no",NA,NA,"by_time",4.6,1.47,3.5,4.6,0.0472,47.2,"30iv2022","Carapace",9.49
"ll_95","Brachychelous","Dark","no",NA,NA,"by_time",4.6,1.47,3.5,4.6,0.0472,47.2,"30iv2022","Claw",15.97
"ll_96","Brachychelous","Bright","no",NA,NA,"by_time",15.03,3.92,23.01,23.01,0.0836,83.6,"30iv2022","Carapace",9.72
"ll_96","Brachychelous","Bright","no",NA,NA,"by_time",15.03,3.92,23.01,23.01,0.0836,83.6,"30iv2022","Claw",19.9
"ll_97","Brachychelous","Dark","no",NA,NA,"by_time",7.66,0.04,3.85,7.66,0.0393,39.3,"30iv2022","Carapace",9.2
"ll_97","Brachychelous","Dark","no",NA,NA,"by_time",7.66,0.04,3.85,7.66,0.0393,39.3,"30iv2022","Claw",14.93
"ll_98","Brachychelous","Bright","no",NA,NA,"by_time",1.73,0.03,0.66,1.73,0.0481,48.1,"30iv2022","Carapace",10.01
"ll_98","Brachychelous","Bright","no",NA,NA,"by_time",1.73,0.03,0.66,1.73,0.0481,48.1,"30iv2022","Claw",18.01
"ll_99","Brachychelous","Dark","no",NA,NA,"by_time",5.97,1.56,0.82,5.97,0.0387,38.7,"30iv2022","Carapace",9.99
"ll_99","Brachychelous","Dark","no",NA,NA,"by_time",5.97,1.56,0.82,5.97,0.0387,38.7,"30iv2022","Claw",17.2
"ll_100","Brachychelous","Bright","no",NA,NA,"by_time",1.14,0.05,10.44,10.44,0.0467,46.7,"30iv2022","Carapace",8.5
"ll_100","Brachychelous","Bright","no",NA,NA,"by_time",1.14,0.05,10.44,10.44,0.0467,46.7,"30iv2022","Claw",16.52
"ll_101","Brachychelous","Dark","yes",58,NA,"by_time",0.66,0.34,0.41,0.66,0.0339,33.9,"30iv2022","Carapace",8.39
"ll_101","Brachychelous","Dark","yes",58,NA,"by_time",0.66,0.34,0.41,0.66,0.0339,33.9,"30iv2022","Claw",13.76
"ll_102","Brachychelous","Bright","no",NA,NA,"by_time",6.18,0.16,0.23,6.18,0.0433,43.3,"30iv2022","Carapace",8.81
"ll_102","Brachychelous","Bright","no",NA,NA,"by_time",6.18,0.16,0.23,6.18,0.0433,43.3,"30iv2022","Claw",15.51
"ll_103","Brachychelous","Dark","no",NA,NA,"by_time",0.02,0.02,6.98,6.98,0.0636,63.6,"01v2022","Carapace",9.93
"ll_103","Brachychelous","Dark","no",NA,NA,"by_time",0.02,0.02,6.98,6.98,0.0636,63.6,"01v2022","Claw",18.8
"ll_104","Brachychelous","Bright","no",NA,NA,"by_time",2.1,0.54,0.08,2.1,0.0683,68.3,"01v2022","Carapace",9.81
"ll_104","Brachychelous","Bright","no",NA,NA,"by_time",2.1,0.54,0.08,2.1,0.0683,68.3,"01v2022","Claw",19.64
"ll_105","Brachychelous","Dark","no",NA,NA,"by_time",0.64,0.2,0.11,0.64,0.0394,39.4,"01v2022","Carapace",8.04
"ll_105","Brachychelous","Dark","no",NA,NA,"by_time",0.64,0.2,0.11,0.64,0.0394,39.4,"01v2022","Claw",15.01
"ll_106","Brachychelous","Bright","no",NA,NA,"by_time",0.62,0.5,0.19,0.62,0.0547,54.7,"01v2022","Carapace",9.69
"ll_106","Brachychelous","Bright","no",NA,NA,"by_time",0.62,0.5,0.19,0.62,0.0547,54.7,"01v2022","Claw",18.24
"ll_107","Brachychelous","Dark","yes",1,NA,"by_time",11.41,0.13,7.29,11.41,0.0635,63.5,"01v2022","Carapace",9.83
"ll_107","Brachychelous","Dark","yes",1,NA,"by_time",11.41,0.13,7.29,11.41,0.0635,63.5,"01v2022","Claw",18.44
"ll_108","Leptochelous","Bright","no",NA,NA,"by_time",0.01,0.02,0.04,0.04,0.0147,14.7,"01v2022","Carapace",9.98
"ll_108","Leptochelous","Bright","no",NA,NA,"by_time",0.01,0.02,0.04,0.04,0.0147,14.7,"01v2022","Claw",12.9
"ll_109","Brachychelous","Dark","no",NA,NA,"by_time",4.23,2.7,0.1,4.23,0.0384,38.4,"01v2022","Carapace",9.06
"ll_109","Brachychelous","Dark","no",NA,NA,"by_time",4.23,2.7,0.1,4.23,0.0384,38.4,"01v2022","Claw",16
"ll_110","Leptochelous","Bright","no",NA,NA,"by_time",0.29,0.18,0.03,0.29,0.0214,21.4,"01v2022","Carapace",10.26
"ll_110","Leptochelous","Bright","no",NA,NA,"by_time",0.29,0.18,0.03,0.29,0.0214,21.4,"01v2022","Claw",12.04
"ll_111","Brachychelous","Dark","no",NA,NA,"by_time",2.34,0.47,0.06,2.34,0.0733,73.3,"01v2022","Carapace",10.05
"ll_111","Brachychelous","Dark","no",NA,NA,"by_time",2.34,0.47,0.06,2.34,0.0733,73.3,"01v2022","Claw",20.61
"ll_112","Brachychelous","Bright","no",NA,NA,"by_time",0.45,0.16,0.04,0.45,0.0604,60.4,"01v2022","Carapace",9.67
"ll_112","Brachychelous","Bright","no",NA,NA,"by_time",0.45,0.16,0.04,0.45,0.0604,60.4,"01v2022","Claw",20.14
"ll_113","Brachychelous","Dark","no",NA,NA,"by_time",5.12,0.08,NA,5.12,0.0344,34.4,"01v2022","Carapace",8.58
"ll_113","Brachychelous","Dark","no",NA,NA,"by_time",5.12,0.08,NA,5.12,0.0344,34.4,"01v2022","Claw",13.82
"ll_114","Brachychelous","Bright","no",NA,NA,"by_time",1.44,0.2,0.49,1.44,0.0327,32.7,"01v2022","Carapace",8.13
"ll_114","Brachychelous","Bright","no",NA,NA,"by_time",1.44,0.2,0.49,1.44,0.0327,32.7,"01v2022","Claw",15.27
"ll_115","Brachychelous","Dark","no",NA,NA,"by_time",6.89,4.02,10.38,10.38,0.0474,47.4,"01v2022","Carapace",10.01
"ll_115","Brachychelous","Dark","no",NA,NA,"by_time",6.89,4.02,10.38,10.38,0.0474,47.4,"01v2022","Claw",17.52
"ll_116","Brachychelous","Bright","no",NA,NA,"by_time",3.03,0.23,0.28,3.03,0.0627,62.7,"01v2022","Carapace",8.93
"ll_116","Brachychelous","Bright","no",NA,NA,"by_time",3.03,0.23,0.28,3.03,0.0627,62.7,"01v2022","Claw",17.41
"ll_117","Brachychelous","Dark","no",NA,NA,"by_time",0.18,0.21,0.11,0.21,0.036,36,"01v2022","Carapace",8.98
"ll_117","Brachychelous","Dark","no",NA,NA,"by_time",0.18,0.21,0.11,0.21,0.036,36,"01v2022","Claw",16.52
"ll_118","Brachychelous","Bright","no",NA,NA,"by_time",2.1,0.59,0.54,2.1,0.0392,39.2,"01v2022","Carapace",9.05
"ll_118","Brachychelous","Bright","no",NA,NA,"by_time",2.1,0.59,0.54,2.1,0.0392,39.2,"01v2022","Claw",15.05
"ll_119","Brachychelous","Dark","no",NA,NA,"by_time",5.97,2.77,0.37,5.97,0.0398,39.8,"01v2022","Carapace",8.44
"ll_119","Brachychelous","Dark","no",NA,NA,"by_time",5.97,2.77,0.37,5.97,0.0398,39.8,"01v2022","Claw",15.05
"ll_120","Brachychelous","Bright","no",NA,NA,"by_time",4.32,0.64,1.56,4.32,0.065,65,"01v2022","Carapace",9.3
"ll_120","Brachychelous","Bright","no",NA,NA,"by_time",4.32,0.64,1.56,4.32,0.065,65,"01v2022","Claw",16.74
"ll_121","Leptochelous","Dark","no",NA,NA,"by_time",1.03,2.35,0.54,2.35,0.0497,49.7,"01v2022","Carapace",10.18
"ll_121","Leptochelous","Dark","no",NA,NA,"by_time",1.03,2.35,0.54,2.35,0.0497,49.7,"01v2022","Claw",16.86
"ll_122","Brachychelous","Bright","no",NA,NA,"by_time",3.55,1.35,3.73,3.73,0.036,36,"01v2022","Carapace",7.86
"ll_122","Brachychelous","Bright","no",NA,NA,"by_time",3.55,1.35,3.73,3.73,0.036,36,"01v2022","Claw",13.4
"ll_123","Brachychelous","Dark","no",NA,NA,"by_time",0.32,0.27,0.35,0.35,0.0349,34.9,"01v2022","Carapace",9.01
"ll_123","Brachychelous","Dark","no",NA,NA,"by_time",0.32,0.27,0.35,0.35,0.0349,34.9,"01v2022","Claw",17.23
"ll_124","Brachychelous","Bright","no",NA,NA,"by_time",0.14,9.78,0.25,9.78,0.0681,68.1,"02v2022","Carapace",10
"ll_124","Brachychelous","Bright","no",NA,NA,"by_time",0.14,9.78,0.25,9.78,0.0681,68.1,"02v2022","Claw",19.73
"ll_125","Brachychelous","Dark","no",NA,NA,"by_time",0.28,6.11,3.32,6.11,0.062,62,"02v2022","Carapace",9.45
"ll_125","Brachychelous","Dark","no",NA,NA,"by_time",0.28,6.11,3.32,6.11,0.062,62,"02v2022","Claw",19.2
"ll_126","Leptochelous","Bright","no",NA,NA,"by_time",1.31,0.98,0.5,1.31,0.049,49,"02v2022","Carapace",9.81
"ll_126","Leptochelous","Bright","no",NA,NA,"by_time",1.31,0.98,0.5,1.31,0.049,49,"02v2022","Claw",18.47
"ll_127","Brachychelous","Dark","no",NA,NA,"by_time",1.19,2.87,0.37,2.87,0.0663,66.3,"02v2022","Carapace",9.95
"ll_127","Brachychelous","Dark","no",NA,NA,"by_time",1.19,2.87,0.37,2.87,0.0663,66.3,"02v2022","Claw",20.63
"ll_128","Brachychelous","Bright","no",NA,NA,"by_time",2.67,1.79,9.63,9.63,0.0694,69.4,"02v2022","Carapace",9.47
"ll_128","Brachychelous","Bright","no",NA,NA,"by_time",2.67,1.79,9.63,9.63,0.0694,69.4,"02v2022","Claw",18.15
"ll_129","Brachychelous","Dark","no",NA,NA,"by_time",0.28,0.28,4.32,4.32,0.0501,50.1,"02v2022","Carapace",9.61
"ll_129","Brachychelous","Dark","no",NA,NA,"by_time",0.28,0.28,4.32,4.32,0.0501,50.1,"02v2022","Claw",17.03
"ll_130","Brachychelous","Bright","no",NA,NA,"by_time",4.68,0.23,0.1,4.68,0.0524,52.4,"02v2022","Carapace",8.93
"ll_130","Brachychelous","Bright","no",NA,NA,"by_time",4.68,0.23,0.1,4.68,0.0524,52.4,"02v2022","Claw",18.24
"ll_131","Leptochelous","Dark","no",NA,NA,"by_time",0.11,0.04,0.05,0.11,0.0416,41.6,"02v2022","Carapace",9.04
"ll_131","Leptochelous","Dark","no",NA,NA,"by_time",0.11,0.04,0.05,0.11,0.0416,41.6,"02v2022","Claw",16.34
"ll_132","Brachychelous","Bright","no",NA,NA,"by_time",0.18,0.47,2.22,2.22,0.0379,37.9,"02v2022","Carapace",10.03
"ll_132","Brachychelous","Bright","no",NA,NA,"by_time",0.18,0.47,2.22,2.22,0.0379,37.9,"02v2022","Claw",16.53
"ll_133","Brachychelous","Dark","no",NA,NA,"by_time",9.25,2.32,5.75,9.25,0.0484,48.4,"02v2022","Carapace",9.18
"ll_133","Brachychelous","Dark","no",NA,NA,"by_time",9.25,2.32,5.75,9.25,0.0484,48.4,"02v2022","Claw",17.07
"ll_134","Brachychelous","Bright","no",NA,NA,"by_time",3,10.94,4.41,10.94,0.0563,56.3,"02v2022","Carapace",9.41
"ll_134","Brachychelous","Bright","no",NA,NA,"by_time",3,10.94,4.41,10.94,0.0563,56.3,"02v2022","Claw",18.06
"ll_135","Brachychelous","Dark","no",NA,NA,"by_time",1.49,1.28,0.19,1.49,0.1104,110.4,"02v2022","Carapace",11.84
"ll_135","Brachychelous","Dark","no",NA,NA,"by_time",1.49,1.28,0.19,1.49,0.1104,110.4,"02v2022","Claw",22.69
"ll_136","Brachychelous","Bright","no",NA,NA,"by_time",8.63,0.56,2.83,8.63,0.0687,68.7,"02v2022","Carapace",10.07
"ll_136","Brachychelous","Bright","no",NA,NA,"by_time",8.63,0.56,2.83,8.63,0.0687,68.7,"02v2022","Claw",17.48
"ll_137","Brachychelous","Dark","no",NA,NA,"by_time",2.78,3.79,2.65,3.79,0.0608,60.8,"02v2022","Carapace",9.55
"ll_137","Brachychelous","Dark","no",NA,NA,"by_time",2.78,3.79,2.65,3.79,0.0608,60.8,"02v2022","Claw",19.41
"ll_138","Brachychelous","Bright","no",NA,NA,"by_time",14.27,12.52,0.15,14.27,0.0786,78.6,"13vi2022","Carapace",9.59
"ll_138","Brachychelous","Bright","no",NA,NA,"by_time",14.27,12.52,0.15,14.27,0.0786,78.6,"13vi2022","Claw",20.63
"ll_139","Brachychelous","Dark","no",NA,NA,"by_time",2.19,5.19,0.05,5.19,0.0438,43.8,"13vi2022","Carapace",8.88
"ll_139","Brachychelous","Dark","no",NA,NA,"by_time",2.19,5.19,0.05,5.19,0.0438,43.8,"13vi2022","Claw",14.87
"ll_140","Brachychelous","Bright","no",NA,NA,"by_time",3.14,15.17,0.69,15.17,0.0793,79.3,"13vi2022","Carapace",10.34
"ll_140","Brachychelous","Bright","no",NA,NA,"by_time",3.14,15.17,0.69,15.17,0.0793,79.3,"13vi2022","Claw",20.82
"ll_141","Leptochelous","Dark","no",NA,NA,"by_time",0.07,0.1,0.22,0.22,0.0241,24.1,"13vi2022","Carapace",10.19
"ll_141","Leptochelous","Dark","no",NA,NA,"by_time",0.07,0.1,0.22,0.22,0.0241,24.1,"13vi2022","Claw",16.79
"ll_142","Brachychelous","Bright","no",NA,NA,"by_time",3.02,9.69,10.69,10.69,0.0667,66.7,"13vi2022","Carapace",9.38
"ll_142","Brachychelous","Bright","no",NA,NA,"by_time",3.02,9.69,10.69,10.69,0.0667,66.7,"13vi2022","Claw",18.82
"ll_143","Brachychelous","Dark","no",NA,NA,"by_time",8.63,1,0.04,8.63,0.0554,55.4,"13vi2022","Carapace",9.39
"ll_143","Brachychelous","Dark","no",NA,NA,"by_time",8.63,1,0.04,8.63,0.0554,55.4,"13vi2022","Claw",17.2
"ll_144","Brachychelous","Bright","no",NA,NA,"by_time",0.8,1,0.04,1,0.0614,61.4,"13vi2022","Carapace",9.87
"ll_144","Brachychelous","Bright","no",NA,NA,"by_time",0.8,1,0.04,1,0.0614,61.4,"13vi2022","Claw",17.92
"ll_145","Leptochelous","Dark","no",NA,NA,"by_time",0.05,0.04,0.06,0.06,0.0208,20.8,"13vi2022","Carapace",10.15
"ll_145","Leptochelous","Dark","no",NA,NA,"by_time",0.05,0.04,0.06,0.06,0.0208,20.8,"13vi2022","Claw",20.61
"ll_146","Brachychelous","Bright","no",NA,NA,"by_time",3.58,0.88,0.12,3.58,0.0717,71.7,"13vi2022","Carapace",9.95
"ll_146","Brachychelous","Bright","no",NA,NA,"by_time",3.58,0.88,0.12,3.58,0.0717,71.7,"13vi2022","Claw",19.21
"ll_147","Leptochelous","Dark","no",NA,NA,"by_time",2.22,0.42,0.07,2.22,0.0313,31.3,"13vi2022","Carapace",9.83
"ll_147","Leptochelous","Dark","no",NA,NA,"by_time",2.22,0.42,0.07,2.22,0.0313,31.3,"13vi2022","Claw",15.44
"ll_148","Brachychelous","Bright","no",NA,NA,"by_time",11.26,7.62,0.1,11.26,0.0736,73.6,"13vi2022","Carapace",10.05
"ll_148","Brachychelous","Bright","no",NA,NA,"by_time",11.26,7.62,0.1,11.26,0.0736,73.6,"13vi2022","Claw",19.16
"ll_149","Leptochelous","Dark","no",NA,NA,"by_time",0.29,0.18,0.05,0.29,0.0424,42.4,"13vi2022","Carapace",10.65
"ll_149","Leptochelous","Dark","no",NA,NA,"by_time",0.29,0.18,0.05,0.29,0.0424,42.4,"13vi2022","Claw",21.79
"ll_150","Leptochelous","Bright","no",NA,NA,"by_time",1.51,0.11,0.07,1.51,0.0494,49.4,"13vi2022","Carapace",9.9
"ll_150","Leptochelous","Bright","no",NA,NA,"by_time",1.51,0.11,0.07,1.51,0.0494,49.4,"13vi2022","Claw",18.54
"ll_151","Brachychelous","Dark","no",NA,NA,"by_time",5.23,0.75,8.63,8.63,0.061,61,"13vi2022","Carapace",9.87
"ll_151","Brachychelous","Dark","no",NA,NA,"by_time",5.23,0.75,8.63,8.63,0.061,61,"13vi2022","Claw",18.84
"ll_152","Leptochelous","Bright","no",NA,NA,"by_time",0.87,0.14,4.2,4.2,0.0488,48.8,"13vi2022","Carapace",9.33
"ll_152","Leptochelous","Bright","no",NA,NA,"by_time",0.87,0.14,4.2,4.2,0.0488,48.8,"13vi2022","Claw",18.3
"ll_153","Brachychelous","Dark","no",NA,NA,"by_time",0.11,0.13,0.09,0.13,0.0187,18.7,"13vi2022","Carapace",9.56
"ll_153","Brachychelous","Dark","no",NA,NA,"by_time",0.11,0.13,0.09,0.13,0.0187,18.7,"13vi2022","Claw",18.47
"ll_154","Brachychelous","Bright","yes",28,NA,"by_time",8.88,8.77,9.04,9.04,0.0508,50.8,"13vi2022","Carapace",9.8
"ll_154","Brachychelous","Bright","yes",28,NA,"by_time",8.88,8.77,9.04,9.04,0.0508,50.8,"13vi2022","Claw",17.33
"ll_155","Brachychelous","Dark","no",NA,NA,"by_time",0.2,0.11,0.1,0.2,0.0251,25.1,"13vi2022","Carapace",9.09
"ll_155","Brachychelous","Dark","no",NA,NA,"by_time",0.2,0.11,0.1,0.2,0.0251,25.1,"13vi2022","Claw",17.38
"ll_156","Brachychelous","Bright","no",NA,NA,"by_time",1.6,0.45,0.21,1.6,0.0874,87.4,"14vi2022","Carapace",10.5
"ll_156","Brachychelous","Bright","no",NA,NA,"by_time",1.6,0.45,0.21,1.6,0.0874,87.4,"14vi2022","Claw",23.05
"ll_157","Brachychelous","Dark","no",NA,NA,"by_time",9.44,0.72,0.09,9.44,0.0651,65.1,"14vi2022","Carapace",10.65
"ll_157","Brachychelous","Dark","no",NA,NA,"by_time",9.44,0.72,0.09,9.44,0.0651,65.1,"14vi2022","Claw",18.14
"ll_158","Brachychelous","Bright","no",NA,NA,"by_time",2.1,0.57,0.19,2.1,0.0795,79.5,"14vi2022","Carapace",10.16
"ll_158","Brachychelous","Bright","no",NA,NA,"by_time",2.1,0.57,0.19,2.1,0.0795,79.5,"14vi2022","Claw",22.37
"ll_159","Brachychelous","Dark","no",NA,NA,"by_time",0.94,0.58,1,1,0.07,70,"14vi2022","Carapace",10.51
"ll_159","Brachychelous","Dark","no",NA,NA,"by_time",0.94,0.58,1,1,0.07,70,"14vi2022","Claw",21.1
"ll_160","Brachychelous","Bright","no",NA,NA,"by_time",14.55,0.17,0.38,14.55,0.0681,68.1,"14vi2022","Carapace",10.49
"ll_160","Brachychelous","Bright","no",NA,NA,"by_time",14.55,0.17,0.38,14.55,0.0681,68.1,"14vi2022","Claw",20.15
"ll_161","Leptochelous","Dark","no",NA,NA,"by_time",1.1,0.33,0.03,1.1,0.0504,50.4,"14vi2022","Carapace",10.06
"ll_161","Leptochelous","Dark","no",NA,NA,"by_time",1.1,0.33,0.03,1.1,0.0504,50.4,"14vi2022","Claw",18.5
"ll_162","Brachychelous","Bright","yes",60,NA,"by_time",7.88,2.21,3.09,7.88,0.0718,71.8,"14vi2022","Carapace",9.94
"ll_162","Brachychelous","Bright","yes",60,NA,"by_time",7.88,2.21,3.09,7.88,0.0718,71.8,"14vi2022","Claw",20.78
"ll_163","Brachychelous","Dark","no",NA,NA,"by_time",7.52,1.51,0.22,7.52,0.0697,69.7,"14vi2022","Carapace",10.36
"ll_163","Brachychelous","Dark","no",NA,NA,"by_time",7.52,1.51,0.22,7.52,0.0697,69.7,"14vi2022","Claw",19.58
"ll_164","Brachychelous","Bright","no",NA,NA,"by_time",7.4,4.84,0.01,7.4,0.0651,65.1,"14vi2022","Carapace",9.13
"ll_164","Brachychelous","Bright","no",NA,NA,"by_time",7.4,4.84,0.01,7.4,0.0651,65.1,"14vi2022","Claw",18.7
"ll_165","Brachychelous","Dark","no",NA,NA,"by_time",7.58,0.54,0.54,7.58,0.0505,50.5,"14vi2022","Carapace",9.58
"ll_165","Brachychelous","Dark","no",NA,NA,"by_time",7.58,0.54,0.54,7.58,0.0505,50.5,"14vi2022","Claw",18.44
"ll_166","Brachychelous","Bright","no",NA,NA,"by_time",3.6,1.75,0.35,3.6,0.0572,57.2,"14vi2022","Carapace",9.2
"ll_166","Brachychelous","Bright","no",NA,NA,"by_time",3.6,1.75,0.35,3.6,0.0572,57.2,"14vi2022","Claw",17.44
"ll_167","Leptochelous","Dark","no",NA,NA,"by_time",0.6,0.45,0.46,0.6,0.0571,57.1,"14vi2022","Carapace",10.46
"ll_167","Leptochelous","Dark","no",NA,NA,"by_time",0.6,0.45,0.46,0.6,0.0571,57.1,"14vi2022","Claw",20.86
"ll_168","Leptochelous","Bright","no",NA,NA,"by_time",2.19,1.09,1.05,2.19,0.0571,57.1,"14vi2022","Carapace",10.87
"ll_168","Leptochelous","Bright","no",NA,NA,"by_time",2.19,1.09,1.05,2.19,0.0571,57.1,"14vi2022","Claw",20.2
"ll_169","Brachychelous","Dark","no",NA,NA,"by_time",7.53,1.65,0.19,7.53,0.0504,50.4,"14vi2022","Carapace",10.06
"ll_169","Brachychelous","Dark","no",NA,NA,"by_time",7.53,1.65,0.19,7.53,0.0504,50.4,"14vi2022","Claw",20.32
"ll_170","Leptochelous","Bright","no",NA,NA,"by_time",2.35,3.94,0.83,3.94,0.0617,61.7,"14vi2022","Carapace",10.26
"ll_170","Leptochelous","Bright","no",NA,NA,"by_time",2.35,3.94,0.83,3.94,0.0617,61.7,"14vi2022","Claw",21.94
"ll_171","Brachychelous","Dark","no",NA,NA,"by_time",4.57,0.36,0.32,4.57,0.0543,54.3,"14vi2022","Carapace",10.36
"ll_171","Brachychelous","Dark","no",NA,NA,"by_time",4.57,0.36,0.32,4.57,0.0543,54.3,"14vi2022","Claw",19.76
"ll_172","Brachychelous","Bright","no",NA,NA,"by_time",2.9,1.95,8.04,8.04,0.055,55,"14vi2022","Carapace",8.59
"ll_172","Brachychelous","Bright","no",NA,NA,"by_time",2.9,1.95,8.04,8.04,0.055,55,"14vi2022","Claw",19.01
"ll_173","Brachychelous","Dark","no",NA,NA,"by_time",3.04,7.76,2.89,7.76,0.0387,38.7,"14vi2022","Carapace",9.07
"ll_173","Brachychelous","Dark","no",NA,NA,"by_time",3.04,7.76,2.89,7.76,0.0387,38.7,"14vi2022","Claw",16.5
"ll_174","Leptochelous","Bright","no",NA,NA,"by_time",2.22,0.41,0.21,2.22,0.0535,53.5,"15vi2022","Carapace",10.68
"ll_174","Leptochelous","Bright","no",NA,NA,"by_time",2.22,0.41,0.21,2.22,0.0535,53.5,"15vi2022","Claw",20.04
